,,,Spring Components,,,Dcover No Jcover fuzz,time(Seconds):,1896,Dcover Jcover-fuzz,time(Seconds):,2514,Jcover test verification on,time(Seconds):,3614
GROUP,PACKAGE,CLASS,@Service,@Controller,Info,LINE_MISSED,LINE_COVERED,Coverage,LINE_MISSED,LINE_COVERED,Coverage,LINE_MISSED,LINE_COVERED,Coverage
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifyTaskProcessor,,,,20,15,0.42857142857142855,20,15,0.42857142857142855,20,15,0.42857142857142855
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifyService,,,,13,11,0.4583333333333333,13,11,0.4583333333333333,13,11,0.4583333333333333
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifySingleService.NotifyThreadFactory,n/a,n/a,Could not find file,6,0,0.0,6,0,0.0,6,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,AsyncNotifyService.NotifySingleTask,n/a,n/a,Could not find file,5,18,0.782608695652174,4,19,0.8260869565217391,23,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifySingleService,,,,11,11,0.5,11,11,0.5,11,11,0.5
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,AsyncNotifyService.NotifyThreadFactory,n/a,n/a,Could not find file,3,1,0.25,3,1,0.25,3,1,0.25
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifyService.HttpResult,n/a,n/a,Could not find file,0,4,1.0,0,4,1.0,4,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.notify,NotifySingleService.NotifyTaskProcessorWrapper,n/a,n/a,Could not find file,3,2,0.4,3,2,0.4,5,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.service.trace,ConfigTraceService,true,,,32,6,0.15789473684210525,32,6,0.15789473684210525,32,6,0.15789473684210525
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,RegexParser,,,,16,10,0.38461538461538464,13,13,0.5,12,14,0.5384615384615384
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,GroupKey2,,,,21,33,0.6111111111111112,21,33,0.6111111111111112,21,33,0.6111111111111112
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,TraceLogUtil,,,,0,3,1.0,0,3,1.0,3,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleReadWriteLock,,,,4,12,0.75,4,12,0.75,2,14,0.875
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleCache.CacheEntry,n/a,n/a,Could not find file,4,0,0.0,4,0,0.0,0,4,1.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SingletonRepository,,,,0,8,1.0,0,8,1.0,0,8,1.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,Protocol,,,,4,6,0.6,4,6,0.6,3,7,0.7
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,JSONUtils,,,,3,5,0.625,3,5,0.625,8,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleIPFlowData,,,,3,27,0.9,2,28,0.9333333333333333,30,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleCache,,,,6,5,0.45454545454545453,6,5,0.45454545454545453,1,10,0.9090909090909091
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,TimeoutUtils,,,,6,14,0.7,6,14,0.7,1,19,0.95
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,RequestUtil,,,,7,0,0.0,7,0,0.0,2,5,0.7142857142857143
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,RunningConfigUtils,,,,8,4,0.3333333333333333,8,4,0.3333333333333333,5,7,0.5833333333333334
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,MD5,,,,24,23,0.48936170212765956,24,23,0.48936170212765956,17,30,0.6382978723404256
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SystemConfig,,,,22,0,0.0,22,0,0.0,22,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleFlowData.new Runnable() {...},n/a,n/a,Could not find file,2,1,0.3333333333333333,0,3,1.0,3,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleFlowData.new ThreadFactory() {...},n/a,n/a,Could not find file,0,5,1.0,0,5,1.0,5,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ResponseUtil,,,,7,0,0.0,7,0,0.0,3,4,0.5714285714285714
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,IPUtil,,,,3,12,0.8,3,12,0.8,3,12,0.8
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,TimeUtils,,,,7,0,0.0,7,0,0.0,7,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SingletonRepository.DataIdGroupIdCache,n/a,n/a,Could not find file,0,3,1.0,0,3,1.0,1,2,0.6666666666666666
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ZipUtils.UnZipResult,n/a,n/a,Could not find file,0,10,1.0,0,10,1.0,4,6,0.6
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,PropertyUtil,,,,67,34,0.33663366336633666,67,34,0.33663366336633666,36,65,0.6435643564356436
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,GroupKey,,,,22,39,0.639344262295082,21,40,0.6557377049180327,22,39,0.639344262295082
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,AccumulateStatCount,,,,0,7,1.0,0,7,1.0,0,7,1.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ContentUtils,,,,14,9,0.391304347826087,14,9,0.391304347826087,13,10,0.43478260869565216
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ZipUtils,,,,28,7,0.2,35,0,0.0,17,18,0.5142857142857142
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,LogUtil,,,,1,23,0.9583333333333334,1,23,0.9583333333333334,1,23,0.9583333333333334
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ZipUtils.ZipItem,n/a,n/a,Could not find file,0,10,1.0,0,10,1.0,4,6,0.6
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,UrlAnalysisUtils,,,,13,12,0.48,11,14,0.56,4,21,0.84
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,StringUtils,,,,4,15,0.7894736842105263,3,16,0.8421052631578947,2,17,0.8947368421052632
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,MD5Util,,,,54,22,0.2894736842105263,54,22,0.2894736842105263,25,51,0.6710526315789473
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,PaginationHelper,,,,88,3,0.03296703296703297,88,3,0.03296703296703297,91,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleIPFlowData.DefaultIPFlowDataManagerTask,n/a,n/a,Could not find file,2,1,0.3333333333333333,0,3,1.0,3,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,AppNameUtils,,,,10,19,0.6551724137931034,10,19,0.6551724137931034,10,19,0.6551724137931034
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ThreadUtil,,,,1,5,0.8333333333333334,1,5,0.8333333333333334,1,5,0.8333333333333334
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleIPFlowData.new ThreadFactory() {...},n/a,n/a,Could not find file,0,5,1.0,0,5,1.0,5,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,SimpleFlowData,,,,0,32,1.0,0,32,1.0,32,0,0.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.utils,ParamUtils,,,,64,7,0.09859154929577464,52,19,0.2676056338028169,24,47,0.6619718309859155
nacos-config 1.1.0,com.alibaba.nacos.config.server.model.app,ApplicationInfo,,,,4,29,0.8787878787878788,4,29,0.8787878787878788,4,29,0.8787878787878788
nacos-config 1.1.0,com.alibaba.nacos.config.server.model.app,GroupKey,,,,1,16,0.9411764705882353,1,16,0.9411764705882353,1,16,0.9411764705882353
nacos-config 1.1.0,com.alibaba.nacos.config.server.model.app,MonitorInfo,,,,0,32,1.0,0,32,1.0,1,31,0.96875
nacos-config 1.1.0,com.alibaba.nacos.config.server.model.app,ApplicationPublishRecord,,,,0,10,1.0,0,10,1.0,0,10,1.0
nacos-config 1.1.0,com.alibaba.nacos.config.server.monitor,MemoryMonitor,true,,,8,0,0.0,8,0,0.0,8,0,0.0
